CustomerID,Recency,Frequency,Monetary,AOV,Tenure,PurchaseInterval,Monetary_log,Frequency_log,Recency_log,CLV_6M,CLV_6M_log
12346.0,142,12.0,25654.80140000001,1932.8340000000014,400,33.333333333333336,10.152525000463704,2.5649493574615367,4.962844630259907,0.0,0.0
12347.0,63,4.0,3146.75,786.6875,157,39.25,8.05444319088181,1.6094379124341003,4.1588830833596715,2486.57,7.819061609340324
12348.0,65,4.0,1709.4,427.35,189,47.25,7.444482540270781,1.6094379124341003,4.189654742026425,310.0,5.739792912179234
12349.0,224,3.0,2671.14,890.38,181,60.333333333333336,7.890634928493536,1.3862943611198906,5.41610040220442,1757.55,7.472244884833674
12350.0,126,1.0,334.4,334.4,0,0.0,5.815323849389109,0.6931471805599453,4.844187086458591,0.0,0.0
12351.0,191,1.0,300.93,300.93,0,0.0,5.710195202428391,0.6931471805599453,5.2574953720277815,0.0,0.0
12352.0,78,7.0,1905.61,272.22999999999996,130,18.571428571428573,7.553082074984357,2.0794415416798357,4.3694478524670215,944.23,6.851428284123502
12353.0,20,2.0,406.76,203.38,204,102.0,6.010678766031786,1.0986122886681098,3.044522437723423,0.0,0.0
12354.0,48,1.0,1079.4,1079.4,0,0.0,6.985086621918461,0.6931471805599453,3.8918202981106265,0.0,0.0
12355.0,30,2.0,947.61,473.805,353,176.5,6.854997755239065,1.0986122886681098,3.4339872044851463,0.0,0.0
12356.0,62,5.0,6315.33,1263.066,179,35.8,8.75089362226903,1.791759469228055,4.143134726391533,58.349999999999994,4.083452121055677
12357.0,204,2.0,12079.99,1932.8340000000014,0,0.0,9.399388421773173,1.0986122886681098,5.3230099791384085,6207.67,8.733701981297274
12358.0,192,3.0,2719.01,906.3366666666667,356,118.66666666666667,7.908390835753873,1.3862943611198906,5.262690188904886,1168.06,7.063955286074528
12359.0,6,9.0,6059.09,673.2322222222223,544,60.44444444444444,8.709479930438226,2.302585092994046,1.9459101490553132,2876.85,7.964798766561594
12360.0,17,6.0,2674.41,445.73499999999996,455,75.83333333333333,7.89185791861334,1.9459101490553132,2.8903717578961645,1578.48,7.364850957927088
12361.0,103,4.0,511.25,127.8125,394,98.5,6.238812787119009,1.6094379124341003,4.6443908991413725,0.0,0.0
12362.0,42,3.0,1104.34,368.1133333333333,512,170.66666666666666,7.007908258931975,1.3862943611198906,3.7612001156935624,4251.89,8.35535403082322
12363.0,58,1.0,299.1,299.1,0,0.0,5.704115752446321,0.6931471805599453,4.07753744390572,252.9,5.536940488710632
12365.0,107,2.0,641.38,320.69,0,0.0,6.465180028897591,1.0986122886681098,4.68213122712422,0.0,0.0
12366.0,450,1.0,500.24,500.24,0,0.0,6.217085028297085,0.6931471805599453,6.111467339502679,0.0,0.0
12368.0,444,1.0,917.6999999999999,917.6999999999999,0,0.0,6.822959627277421,0.6931471805599453,6.09807428216624,0.0,0.0
12369.0,229,3.0,1791.15,597.0500000000001,228,76.0,7.491171295388921,1.3862943611198906,5.438079308923196,0.0,0.0
12370.0,91,6.0,3581.03,596.8383333333334,394,65.66666666666667,8.183684957794965,1.9459101490553132,4.5217885770490405,739.28,6.6070284930095475
12371.0,225,3.0,2179.42,726.4733333333334,235,78.33333333333333,7.687272797776933,1.3862943611198906,5.420534999272286,1887.96,7.543781692052325
12372.0,29,2.0,914.9200000000001,457.46000000000004,83,41.5,6.819929024615557,1.0986122886681098,3.4011973816621555,383.12,5.950955003769772
12373.0,127,3.0,1127.65,375.8833333333334,362,120.66666666666667,7.028777507229587,1.3862943611198906,4.852030263919617,0.0,0.0
12374.0,237,3.0,2246.29,748.7633333333333,166,55.333333333333336,7.717480324827861,1.3862943611198906,5.472270673671475,742.9300000000001,6.6119469443852195
12376.0,206,2.0,503.15,251.575,28,14.0,6.222873842839224,1.0986122886681098,5.332718793265369,0.0,0.0
12377.0,131,4.0,3426.32,856.58,274,68.5,8.139533893646055,1.6094379124341003,4.882801922586371,0.0,0.0
12378.0,378,1.0,1407.7,1407.7,0,0.0,7.250422572266261,0.6931471805599453,5.937536205082426,4008.62,8.29645175271804
12379.0,238,2.0,767.98,383.99,112,56.0,6.645064961365095,1.0986122886681098,5.476463551931511,852.24,6.749040867823617
12380.0,2,8.0,7559.04,944.88,476,59.5,8.930631760164871,2.1972245773362196,1.0986122886681098,2117.26,7.658350275945514
12383.0,1,5.0,1850.56,370.11199999999997,167,33.4,7.523783805985769,1.791759469228055,0.6931471805599453,0.0,0.0
12385.0,195,1.0,1938.4,1932.8340000000014,0,0.0,7.570133925870446,0.6931471805599453,5.278114659230517,0.0,0.0
12386.0,154,2.0,660.8,330.4,29,14.5,6.4949633954875114,1.0986122886681098,5.043425116919247,0.0,0.0
12387.0,231,1.0,143.94,143.94,0,0.0,4.976319863681136,0.6931471805599453,5.44673737166631,0.0,0.0
12388.0,91,5.0,1886.7,377.34000000000003,307,61.4,7.543114435774688,1.791759469228055,4.5217885770490405,2014.41,7.608577927628177
12389.0,219,3.0,1433.33,477.77666666666664,253,84.33333333333333,7.268453120207762,1.3862943611198906,5.393627546352362,0.0,0.0
12391.0,281,5.0,2312.53,462.50600000000003,198,39.6,7.746529775628442,1.791759469228055,5.641907070938114,460.89,6.1353267674944725
12392.0,407,1.0,234.75000000000003,234.75000000000003,0,0.0,5.462771921513567,0.6931471805599453,6.0112671744041615,0.0,0.0
12393.0,62,5.0,1877.95,375.59000000000003,182,36.4,7.538468389160533,1.791759469228055,4.143134726391533,521.5,6.258624983838966
12394.0,33,1.0,381.08,381.08,0,0.0,5.945630010764183,0.6931471805599453,3.5263605246161616,891.4,6.793914462558377
12395.0,28,9.0,3618.36,402.04,390,43.333333333333336,8.194052493609526,2.302585092994046,3.367295829986474,1448.91,7.279256764522745
12396.0,490,1.0,931.43,931.43,0,0.0,6.837794081676172,0.6931471805599453,6.19644412779452,0.0,0.0
12399.0,30,5.0,1622.6000000000001,324.52000000000004,431,86.2,7.392401184964743,1.791759469228055,3.4339872044851463,339.7,5.831002324666921
12400.0,230,1.0,205.25,205.25,0,0.0,5.32908902521479,0.6931471805599453,5.442417710521793,0.0,0.0
12401.0,119,1.0,84.3,84.3,0,0.0,4.446174454497633,0.6931471805599453,4.787491742782046,0.0,0.0
12402.0,139,6.0,1256.9,209.48333333333335,347,57.833333333333336,7.137198942844827,1.9459101490553132,4.941642422609304,0.0,0.0
12403.0,338,1.0,591.6600000000001,591.6600000000001,0,0.0,6.3846208787485486,0.6931471805599453,5.82600010738045,427.7,6.0607573736039315
12404.0,498,1.0,63.24,63.24,0,0.0,4.162626069638506,0.6931471805599453,6.212606095751519,0.0,0.0
12406.0,0,4.0,4596.31,1149.0775,513,128.25,8.433226628816453,1.6094379124341003,0.0,1794.05,7.492788155687635
12407.0,52,2.0,495.96,247.98,28,14.0,6.208509539960322,1.0986122886681098,3.970291913552122,1212.16,7.100983804614766
12408.0,76,5.0,2289.81,457.962,238,47.6,7.73666074579741,1.791759469228055,4.343805421853684,2050.96,7.626550712923278
12409.0,237,4.0,12346.619999999999,1932.8340000000014,144,36.0,9.421218610934066,1.6094379124341003,5.472270673671475,11072.67,9.312325497408466
12410.0,125,3.0,1013.71,337.90333333333336,193,64.33333333333333,6.9223581363660704,1.3862943611198906,4.836281906951478,0.0,0.0
12411.0,226,1.0,346.9,346.9,0,0.0,5.8519150821578965,0.6931471805599453,5.424950017481403,0.0,0.0
12412.0,218,3.0,1370.05,456.68333333333334,137,45.666666666666664,7.223332148627434,1.3862943611198906,5.389071729816501,1226.88,7.1130443840624835
12413.0,52,3.0,805.25,268.4166666666667,166,55.333333333333336,6.692393868109982,1.3862943611198906,3.970291913552122,194.20000000000002,5.274024673978992
12414.0,33,6.0,952.41,158.73499999999999,246,41.0,6.860045031492727,1.9459101490553132,3.5263605246161616,0.0,0.0
12415.0,19,14.0,25654.80140000001,1932.8340000000014,324,23.142857142857142,10.152525000463704,2.70805020110221,2.995732273553991,74030.63,11.21224771329552
12416.0,473,1.0,202.56,202.56,0,0.0,5.315960801720632,0.6931471805599453,6.161207321695077,0.0,0.0
12417.0,3,16.0,5066.08,316.63,546,34.125,8.530519993786244,2.833213344056216,1.3862943611198906,1750.83,7.468416234824961
12418.0,230,3.0,1352.62,450.8733333333333,216,72.0,7.210537764156515,1.3862943611198906,5.442417710521793,668.58,6.506650650150935
12419.0,202,2.0,503.01,251.505,27,13.5,6.222596109144375,1.0986122886681098,5.313205979041787,0.0,0.0
12421.0,135,3.0,449.01,149.67,186,62.0,6.109269804739678,1.3862943611198906,4.912654885736052,649.59,6.477879643493827
12422.0,141,15.0,4666.74,311.116,396,26.4,8.44843029348334,2.772588722239781,4.955827057601261,565.0600000000001,6.338700079651969
12423.0,8,8.0,2214.77,276.84625,273,34.125,7.703355251866838,2.1972245773362196,2.1972245773362196,407.62,6.012785628811666
12424.0,239,2.0,1579.07,789.535,125,62.5,7.365224428837097,1.0986122886681098,5.480638923341991,1760.96,7.474182104762846
12425.0,264,1.0,964.21,964.21,0,0.0,6.872345694244244,0.6931471805599453,5.579729825986222,777.2,6.6569835605504535
12426.0,11,2.0,1345.21,672.605,468,234.0,7.205048515865767,1.0986122886681098,2.4849066497880004,0.0,0.0
12427.0,188,1.0,607.0,607.0,0,0.0,6.410174881966167,0.6931471805599453,5.241747015059643,522.3,6.260154913378162
12428.0,59,6.0,6310.54,1051.7566666666667,41,6.833333333333333,8.75013498281048,1.9459101490553132,4.0943445622221,1645.92,7.406662155834598
12429.0,44,6.0,5454.99,909.165,318,53.0,8.604469366677044,1.9459101490553132,3.8066624897703196,2030.92,7.616736437844611
12431.0,17,19.0,7529.05,396.2657894736842,493,25.94736842105263,8.926656960878136,2.995732273553991,2.8903717578961645,3328.92,8.110703558661884
12433.0,182,5.0,10992.51,1932.8340000000014,110,22.0,9.305060377662018,1.791759469228055,5.209486152841421,9588.75,9.168450098715997
12434.0,76,2.0,583.54,291.77,120,60.0,6.370825213130038,1.0986122886681098,4.343805421853684,519.89,6.255538887024156
12435.0,84,5.0,10075.03,1932.8340000000014,469,93.8,9.217914614840042,1.791759469228055,4.442651256490317,3850.9,8.256321812041056
12437.0,15,29.0,9707.08,334.7268965517241,538,18.551724137931036,9.180713807438826,3.4011973816621555,2.772588722239781,2976.32,7.998778846001571
12439.0,499,2.0,1158.18,579.09,43,21.5,7.055468137579511,1.0986122886681098,6.214608098422191,0.0,0.0
12440.0,278,2.0,859.2,429.6,255,127.5,6.757164920349636,1.0986122886681098,5.631211781821365,0.0,0.0
12441.0,183,1.0,347.1,347.1,0,0.0,5.8524897948173935,0.6931471805599453,5.214935757608986,0.0,0.0
12443.0,548,1.0,485.31,485.31,0,0.0,6.186846280636522,0.6931471805599453,6.3080984415095305,0.0,0.0
12445.0,237,1.0,301.58000000000004,301.58000000000004,0,0.0,5.7123457053166895,0.6931471805599453,5.472270673671475,133.4,4.900820428089049
12447.0,59,1.0,476.49,476.49,0,0.0,6.168543217293113,0.6931471805599453,4.0943445622221,0.0,0.0
12449.0,3,3.0,1627.53,542.51,251,83.66666666666667,7.3954330464072155,1.3862943611198906,1.3862943611198906,3208.36,8.073826819298795
12450.0,215,3.0,490.32,163.44,75,25.0,6.197095646670894,1.3862943611198906,5.375278407684165,197.88,5.292701627762401
12451.0,34,5.0,8942.18,1788.4360000000001,311,62.2,9.098646509617629,1.791759469228055,3.5553480614894135,3727.7,8.223814926419575
12454.0,212,4.0,13151.44,1932.8340000000014,25,6.25,9.48436257172419,1.6094379124341003,5.3612921657094255,3528.34,8.168866163607964
12455.0,6,7.0,5376.39,768.0557142857143,531,75.85714285714286,8.589958405330622,2.0794415416798357,1.9459101490553132,503.56,6.2236867623553955
12456.0,71,1.0,940.1700000000001,940.1700000000001,0,0.0,6.847123782142069,0.6931471805599453,4.276666119016055,2240.87,7.7150656180080635
12457.0,50,4.0,1699.93,424.9825,201,50.25,7.43893043928571,1.6094379124341003,3.9318256327243257,1295.98,7.167793763997088
12458.0,101,3.0,1272.01,424.00333333333333,203,67.66666666666667,7.149139453986097,1.3862943611198906,4.624972813284271,505.48,6.227484836235871
12459.0,421,1.0,454.36,454.36,0,0.0,6.121088314901487,0.6931471805599453,6.045005314036012,0.0,0.0
12460.0,272,1.0,326.65,326.65,0,0.0,5.791945965485506,0.6931471805599453,5.60947179518496,0.0,0.0
12462.0,119,1.0,762.11,762.11,0,0.0,6.637402188652131,0.6931471805599453,4.787491742782046,427.48,6.060244062502807
12463.0,23,2.0,647.95,323.975,34,17.0,6.475355672133768,1.0986122886681098,3.1780538303479458,696.83,6.547975520089926
12464.0,17,4.0,544.8499999999999,136.21249999999998,108,27.0,6.302344212726278,1.6094379124341003,2.8903717578961645,667.1999999999999,6.504587529922656
12466.0,498,1.0,56.73,56.73,0,0.0,4.055776969072842,0.6931471805599453,6.212606095751519,0.0,0.0
12467.0,239,1.0,132.8,132.8,0,0.0,4.896346147694128,0.6931471805599453,5.480638923341991,0.0,0.0
12468.0,4,5.0,3670.74,734.1479999999999,495,99.0,8.208420943133293,1.791759469228055,1.6094379124341003,0.0,0.0
